school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,17,U,LE3,T,1,1,at_home,other,reputation,father,1,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,3,5,2,13,13,15
GP,M,15,U,LE3,T,4,2,teacher,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,1,1,1,5,3,14,15,16
GP,F,17,R,GT3,T,2,1,other,at_home,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5,4,4,1,1,5,1,3,-2,-2
MS,M,18,R,GT3,T,3,2,services,other,course,mother,2,2,3,no,no,no,yes,yes,yes,yes,no,3,5,5,5,5,3,15,7,6,6
GP,F,16,U,GT3,T,4,4,other,services,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,1,1,1,5,3,8,6,7
GP,F,16,U,GT3,T,3,1,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,5,8,5,5,4
GP,M,16,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,2,17,19,19
GP,M,18,R,LE3,T,2,1,at_home,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,2,4,5,3,5,5,2,11,10,1
GP,M,16,R,LE3,T,4,2,teacher,other,reputation,mother,1,3,0,no,no,no,yes,yes,yes,no,no,4,5,4,1,3,5,1,15,16,16
GP,M,15,U,GT3,T,3,2,services,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,2,1,2,3,2,13,13,13
GP,M,16,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,4,3,3,3,3,6,11,9,12
GP,F,16,U,GT3,T,2,2,services,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,1,5,7,8,9,9
GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,1,2,1,2,5,2,16,15,16
GP,M,16,R,GT3,T,4,3,health,teacher,other,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,4,2,1,2,5,8,15,13,12
GP,F,17,U,LE3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,no,no,4,4,4,1,4,4,4,7,8,8
GP,F,17,R,GT3,T,1,1,other,other,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,3,0,7,7,8
GP,F,17,U,GT3,T,2,3,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,5,3,4,1,1,4,2,6,6,6
GP,F,17,U,GT3,A,3,2,services,at_home,reputation,mother,4,2,2,no,no,yes,yes,yes,yes,no,yes,1,5,2,4,2,3,4,5,4,2
MS,F,19,R,GT3,T,4,4,health,other,home,other,2,4,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,3,4,2,8,7,-2
GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,3,0,no,yes,yes,no,no,yes,yes,no,5,4,2,1,1,5,2,10,12,13
GP,F,17,U,GT3,T,2,2,other,other,home,mother,2,3,0,yes,no,yes,yes,yes,yes,yes,no,3,4,3,2,2,1,6,9,8,9
GP,F,18,U,GT3,T,2,2,at_home,other,reputation,mother,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,1,3,16,10,9,8
GP,M,16,U,GT3,T,3,3,services,other,home,mother,2,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,4,3,4,8,8,7
GP,M,16,U,GT3,A,2,4,other,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,2,3,1,14,16,17
MS,F,21,R,GT3,T,2,3,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,2,2,3,0,8,6,5
GP,F,16,U,GT3,T,2,2,other,services,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,8,6,5,6
GP,F,16,U,LE3,T,4,2,services,health,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,5,3,1,1,5,7,8,10,9
GP,F,19,R,GT3,A,1,1,at_home,health,home,other,1,4,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,13,13,12,11
GP,M,17,U,GT3,T,3,2,services,at_home,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,2,5,3,17,16,16
GP,M,15,U,GT3,T,3,2,services,other,course,mother,1,4,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,11,14,15
GP,F,18,R,GT3,T,3,3,other,other,course,father,2,3,1,no,no,no,no,yes,yes,no,no,5,5,3,1,2,1,15,4,3,3
GP,F,15,U,GT3,T,3,2,services,other,course,father,1,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,3,2,2,5,23,5,5,4
GP,F,16,U,GT3,T,2,1,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,3,9,10,10
GP,F,15,U,GT3,T,4,2,teacher,other,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,4,1,2,3,8,13,12,13
GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,4,2,1,1,3,2,17,17,17
GP,M,16,U,GT3,T,2,1,other,other,other,mother,1,1,3,no,yes,no,yes,no,yes,yes,yes,3,3,5,2,4,5,2,7,1,1
GP,M,18,R,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,yes,no,yes,yes,yes,4,1,3,1,3,2,38,7,9,10
GP,M,15,R,GT3,T,3,2,other,services,other,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,1,1,1,1,5,15,14,14
GP,M,15,U,GT3,A,4,4,teacher,other,reputation,father,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,1,1,1,5,3,14,15,16
GP,M,18,R,LE3,T,2,3,services,services,other,mother,4,2,3,no,yes,no,yes,yes,yes,no,no,1,2,3,2,3,2,65,4,6,7
GP,M,15,U,GT3,T,3,2,other,other,home,mother,1,2,0,yes,no,yes,yes,yes,yes,yes,no,3,1,2,4,5,1,5,11,14,14
GP,M,19,U,LE3,A,1,2,at_home,health,home,other,1,2,2,no,yes,no,yes,yes,yes,yes,yes,4,1,4,4,4,3,13,16,15,14
GP,M,15,U,LE3,T,3,4,services,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,3,5,1,4,3,8,11,12,11
GP,M,15,U,GT3,T,2,1,services,teacher,reputation,other,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,3,4,2,3,4,3,11,13,12
GP,F,16,U,GT3,T,1,3,other,other,course,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,3,5,1,1,1,2,8,6,5,4
GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,0,yes,yes,yes,yes,no,yes,yes,no,5,4,5,1,1,4,7,11,12,12
MS,M,19,R,LE3,T,2,3,other,other,home,mother,1,2,3,no,no,no,no,no,yes,no,no,2,3,5,2,5,4,1,7,6,1
GP,F,17,U,GT3,T,4,3,services,other,home,mother,1,4,3,no,no,no,no,no,yes,no,yes,3,2,2,1,1,3,2,5,7,7
GP,M,15,R,LE3,T,1,1,other,other,course,mother,2,2,2,no,yes,no,no,yes,yes,yes,yes,4,3,5,1,5,3,0,6,10,8
GP,F,17,R,GT3,T,4,4,teacher,other,course,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,5,1,10,9,9
GP,M,16,U,LE3,T,3,3,other,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,2,15,15,16
GP,F,18,R,GT3,T,1,2,other,other,reputation,mother,2,2,1,no,no,no,no,yes,yes,yes,no,1,3,2,1,2,5,0,4,3,-2
GP,F,15,U,GT3,T,2,4,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,3,1,14,11,11,12
GP,M,18,U,GT3,A,3,4,other,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,1,1,1,1,1,18,18,18
GP,F,17,R,LE3,T,4,4,teacher,other,course,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,4,2,12,12,12
GP,F,17,U,GT3,T,2,1,health,other,reputation,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,yes,5,2,4,1,1,3,8,7,6,6
GP,F,16,U,GT3,T,3,1,health,services,course,mother,3,2,3,no,yes,yes,no,no,yes,no,no,4,3,3,1,3,5,3,6,5,6
GP,M,16,U,GT3,T,3,4,services,teacher,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,3,17,16,16
GP,F,15,U,GT3,T,4,4,other,services,course,other,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,4,1,4,5,9,7,8,7
GP,M,15,U,LE3,T,4,3,health,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,5,1,4,3,7,11,11,12
GP,M,16,U,GT3,T,1,1,at_home,services,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,no,5,3,3,1,3,5,7,11,9,12
MS,F,17,U,GT3,T,2,2,at_home,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,no,yes,3,3,3,1,4,5,7,10,10,12
GP,M,18,U,GT3,A,2,2,at_home,other,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,4,1,1,5,2,13,14,15
GP,F,15,R,GT3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,1,1,1,5,3,13,14,14
MS,M,18,U,LE3,A,4,4,teacher,at_home,other,mother,1,1,3,no,no,yes,yes,yes,yes,no,no,5,4,5,3,4,2,43,15,13,11
GP,M,15,U,LE3,T,2,1,services,other,course,father,4,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,2,1,4,2,7,11,12,12
GP,M,16,U,GT3,T,2,3,other,health,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,4,1,4,4,5,12,15,15
GP,M,17,R,LE3,T,2,1,other,health,home,mother,1,2,2,no,no,no,yes,no,yes,yes,yes,4,1,4,2,3,3,19,16,13,14
GP,F,17,U,GT3,T,2,2,services,services,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,3,3,4,1,1,1,3,12,13,13
GP,M,17,U,GT3,A,2,2,other,other,course,father,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,2,5,5,5,2,14,14,13
GP,F,17,U,GT3,T,1,1,other,at_home,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,yes,5,5,4,1,1,5,3,3,-2,-2
GP,M,16,U,GT3,T,4,4,teacher,other,course,mother,3,4,0,yes,yes,no,no,yes,yes,yes,no,3,5,2,1,1,4,1,11,14,13
GP,M,16,U,GT3,T,2,2,services,other,home,father,2,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,11,11,9,9
GP,F,17,U,GT3,T,3,2,health,other,home,mother,3,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,9,12,10,9
GP,F,15,U,LE3,T,3,3,services,other,reputation,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,5,4,1,3,1,3,10,10,10
MS,F,20,U,GT3,T,4,4,health,services,other,other,1,2,0,no,no,yes,yes,yes,yes,yes,no,2,1,3,1,3,2,5,13,12,13
GP,F,16,U,GT3,T,3,2,services,teacher,reputation,mother,1,1,0,yes,yes,no,no,no,yes,no,no,1,4,2,1,2,5,0,11,10,10
GP,M,17,R,GT3,T,4,2,teacher,other,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,4,18,13,11,12
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,yes,no,yes,yes,yes,yes,yes,4,1,4,2,3,3,21,13,11,11
GP,M,16,U,GT3,A,2,3,services,services,other,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,8,8,6
GP,M,15,U,GT3,T,1,1,other,at_home,home,mother,3,2,0,no,yes,no,yes,no,yes,yes,yes,4,3,4,2,4,1,2,17,17,16
GP,F,17,U,LE3,T,2,4,health,teacher,reputation,mother,4,1,3,no,yes,yes,yes,no,yes,no,yes,1,4,2,1,1,2,34,6,10,11
GP,M,17,U,GT3,T,2,1,other,teacher,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,1,8,7,1
GP,M,17,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,1,2,12,12,10,10
GP,F,19,U,LE3,T,1,1,services,other,other,other,1,1,0,no,no,yes,no,yes,yes,no,no,4,3,3,1,2,5,7,12,11,11
GP,F,16,U,GT3,A,3,3,at_home,services,reputation,father,2,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,5,1,1,3,10,9,8,8
GP,F,18,R,GT3,T,1,1,services,other,reputation,mother,2,2,0,yes,no,no,no,yes,yes,yes,yes,4,3,5,1,3,3,18,8,8,8
GP,F,17,U,LE3,T,4,3,services,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,1,1,2,1,9,9,8,8
GP,M,17,U,GT3,T,3,2,other,other,reputation,father,2,3,2,yes,yes,yes,no,yes,yes,yes,no,5,4,5,2,5,3,8,8,8,9
GP,M,18,R,GT3,T,2,3,other,services,home,other,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,5,5,3,4,3,8,13,13,13
GP,F,16,U,LE3,T,2,3,at_home,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,no,no,4,2,3,1,2,1,5,4,5,4
GP,M,16,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,1,5,1,16,16,17
GP,F,15,U,GT3,T,1,1,at_home,services,home,father,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,1,7,-2,-2
GP,F,16,U,GT3,T,3,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,4,4,4,4,2,8,11,10
GP,F,17,R,LE3,T,1,1,other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,4,5,4,1,1,4,0,3,-2,-2
GP,F,17,R,GT3,T,2,2,other,other,reputation,father,1,2,1,no,no,no,yes,no,yes,yes,no,3,4,2,1,2,3,39,11,9,9
GP,M,18,R,LE3,T,4,4,teacher,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,3,3,2,4,4,11,11,11,11
GP,F,16,U,LE3,A,3,1,services,services,home,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,1,5,14,14,15
GP,M,17,U,LE3,T,4,4,health,services,home,father,2,1,0,yes,yes,no,yes,no,yes,yes,no,5,5,4,2,4,3,4,9,8,9
GP,M,15,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,yes,yes,yes,no,yes,yes,yes,no,3,4,4,1,1,2,19,8,7,7
GP,F,15,U,GT3,T,2,3,services,other,other,father,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,1,1,1,3,7,9,9,8
GP,M,17,U,GT3,T,3,3,other,other,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,no,yes,4,2,2,1,1,5,4,16,13,15
GP,F,15,U,GT3,T,1,2,at_home,other,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,5,2,3,1,1,1,10,10,10,10
GP,M,17,R,GT3,A,2,1,services,other,other,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,5,3,1,2,5,3,14,13,13
GP,M,17,U,LE3,T,2,3,at_home,teacher,home,mother,2,2,0,yes,no,no,no,yes,yes,yes,yes,4,2,5,2,5,5,4,7,6,7
GP,F,17,U,GT3,T,3,1,other,teacher,other,mother,1,4,0,no,yes,yes,no,no,yes,yes,yes,3,4,3,1,2,5,6,12,10,9
GP,M,17,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,3,3,3,4,1,4,9,10,10
MS,F,18,U,GT3,T,2,2,other,services,course,mother,1,1,0,yes,no,no,yes,no,yes,yes,no,3,3,3,3,3,3,6,6,7,7
GP,F,16,U,LE3,T,2,1,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,4,4,4,0,9,10,10
GP,M,16,U,GT3,A,3,3,at_home,teacher,course,father,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,4,5,5,5,4,3,11,13,12
GP,M,16,R,GT3,T,4,4,health,other,other,mother,3,2,0,no,yes,yes,no,no,yes,yes,no,4,4,3,1,1,5,4,15,13,12
GP,M,15,U,GT3,A,3,3,services,other,home,other,2,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,2,3,4,11,13,13,12
GP,M,16,R,GT3,T,2,2,other,other,home,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,5,2,1,2,4,12,9,11,11
MS,M,17,U,LE3,T,1,4,other,services,course,father,2,3,0,no,yes,yes,no,yes,yes,no,yes,5,4,2,4,5,5,24,14,14,14
GP,M,15,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,3,4,5,4,10,11,11
MS,F,17,U,LE3,T,3,3,services,other,other,father,1,3,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,3,3,8,12,11,10
GP,M,19,U,GT3,T,1,1,other,health,course,other,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,2,3,3,3,10,10,9
GP,M,17,U,GT3,T,4,3,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,3,1,3,1,8,17,16,16
MS,M,18,R,LE3,T,4,4,health,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,3,5,3,5,15,14,15
GP,F,16,U,LE3,T,3,3,other,services,course,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,5,4,2,1,2,5,3,5,-2,-2
GP,M,16,U,LE3,T,1,2,other,services,reputation,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,3,3,7,14,15,15
GP,F,15,U,GT3,T,4,4,teacher,other,other,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,1,1,1,11,12,13
GP,M,16,U,LE3,T,3,2,other,other,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,4,12,15,15
GP,M,15,U,LE3,T,2,1,services,other,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,1,3,17,19,20
MS,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,0,no,no,no,yes,no,no,yes,no,1,1,2,1,2,3,1,4,3,-2
GP,F,17,U,GT3,T,2,3,other,other,home,mother,3,1,0,no,no,no,no,yes,yes,yes,yes,5,3,3,2,2,5,5,10,10,11
GP,F,15,U,GT3,T,2,1,services,other,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,4,4,3,1,3,3,3,12,11,12
GP,F,19,R,GT3,A,1,4,at_home,services,other,other,1,3,0,no,yes,no,no,yes,yes,no,yes,5,2,3,1,1,4,2,12,11,11
MS,F,18,U,LE3,T,3,3,services,services,reputation,mother,3,2,3,no,yes,yes,yes,yes,yes,no,yes,4,4,5,1,2,3,40,3,4,6
GP,F,16,U,GT3,T,3,1,services,teacher,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,1,4,1,12,12,12
GP,F,18,R,LE3,T,4,4,services,other,other,father,2,2,2,yes,yes,yes,no,no,yes,no,yes,5,5,2,4,3,1,15,15,16,17
GP,F,16,U,LE3,T,3,4,services,other,course,mother,2,2,1,no,no,yes,no,yes,yes,yes,no,5,4,3,1,1,3,13,10,10,11
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,1,1,5,1,16,16,17
GP,F,16,U,GT3,A,2,2,services,teacher,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,1,5,1,13,13,14
GP,F,16,R,GT3,T,4,4,health,teacher,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,yes,3,2,2,1,1,3,4,13,14,13
GP,F,18,R,GT3,T,2,3,other,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,3,4,3,8,9,8
GP,M,22,U,GT3,T,2,2,services,services,other,mother,2,1,2,no,yes,yes,no,yes,no,yes,no,5,2,4,2,4,5,7,7,9,9
GP,F,16,U,LE3,T,4,4,teacher,services,other,mother,1,2,1,yes,yes,no,no,yes,yes,yes,no,5,3,5,4,1,3,11,7,5,3
GP,F,15,U,GT3,T,1,0,at_home,services,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,2,3,13,13,12
GP,M,15,U,LE3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,5,5,3,1,1,4,10,19,20,20
GP,M,19,U,GT3,T,4,3,teacher,services,course,other,1,2,1,no,yes,yes,no,yes,no,no,no,3,4,4,2,3,5,7,8,9,9
GP,M,16,U,GT3,T,4,4,teacher,other,course,mother,2,1,1,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,2,5,4,11,13,13
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,no,4,3,3,1,3,3,40,6,7,6
GP,F,17,U,GT3,T,4,4,teacher,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,no,no,5,3,4,1,1,5,1,7,7,8
GP,F,16,U,GT3,T,1,1,at_home,other,reputation,father,1,2,3,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,1,5,5,8,8
GP,M,16,U,GT3,T,3,4,other,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,2,15,17,16,17
GP,F,16,U,LE3,T,2,2,other,services,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,4,1,1,5,3,11,11,11
GP,M,15,U,GT3,A,3,1,services,other,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,4,5,2,5,5,0,17,19,19
GP,F,18,U,GT3,T,2,2,services,services,home,father,1,2,2,no,yes,yes,no,no,no,yes,no,4,4,4,1,2,5,3,4,5,6
GP,M,17,U,GT3,T,2,3,services,other,home,father,1,2,0,no,no,yes,no,yes,yes,yes,no,5,5,5,2,4,5,13,7,6,6
GP,F,18,R,GT3,T,2,1,other,services,course,father,2,1,0,no,no,yes,yes,no,yes,yes,no,5,2,3,1,1,3,1,10,10,10
GP,F,15,U,GT3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,4,3,1,1,14,16,17
GP,M,16,U,GT3,T,3,2,other,services,home,mother,1,3,0,yes,yes,yes,no,no,yes,yes,no,3,1,5,1,3,1,3,8,10,9
GP,M,15,U,GT3,T,2,2,services,other,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,7,17,19,19
GP,F,15,U,LE3,T,4,2,services,services,course,mother,2,2,2,no,no,no,yes,yes,yes,no,no,3,4,2,2,2,3,4,5,6,7
GP,F,16,U,LE3,T,4,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,yes,2,4,3,2,3,4,2,12,13,14
GP,F,16,U,GT3,T,2,3,other,other,home,father,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,1,2,3,3,11,12,12
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,2,1,1,no,no,yes,yes,no,yes,yes,no,2,5,1,1,1,5,19,11,10,9
MS,M,18,R,LE3,A,3,2,health,teacher,home,mother,4,2,3,yes,no,yes,no,no,yes,yes,no,3,1,4,1,1,5,36,18,19,20
GP,F,16,U,GT3,T,1,1,at_home,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,2,8,6,5,4
GP,F,17,U,GT3,T,4,4,teacher,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,5,5,5,3,11,9,8
GP,F,16,U,GT3,T,4,2,services,services,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,yes,3,4,1,1,1,5,22,12,12,11
GP,F,17,U,GT3,A,3,4,services,other,home,father,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,2,1,1,3,12,9,9,9
GP,F,16,R,GT3,T,4,3,services,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,1,1,2,3,7,9,8,8
GP,F,16,R,GT3,T,3,3,other,health,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,5,2,8,6,6
GP,M,17,R,LE3,T,4,4,teacher,other,course,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,4,3,4,2,3,4,7,15,13,15
GP,M,17,U,GT3,T,4,3,other,teacher,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,2,14,12,10,10
MS,M,18,R,GT3,T,2,2,services,other,reputation,mother,2,2,0,yes,no,no,no,yes,yes,yes,no,3,4,4,1,3,5,9,11,10,11
GP,F,18,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,2,2,4,4,14,13,14
GP,F,18,U,GT3,T,3,2,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,yes,4,4,3,1,2,3,22,7,6,6
MS,M,18,U,GT3,T,4,4,other,other,course,mother,1,2,0,yes,no,yes,no,yes,yes,yes,yes,3,3,2,1,1,3,5,12,12,12
MS,F,18,U,GT3,A,4,4,health,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,2,1,1,5,7,12,10,9
MS,F,19,U,GT3,T,1,1,at_home,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,1,1,1,3,1,4,3,-2
GP,M,18,R,LE3,T,3,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,15,18,18,18
GP,F,15,U,GT3,T,1,3,at_home,services,home,father,3,1,3,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,1,6,5,-2
GP,M,15,U,LE3,T,3,1,other,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,3,5,1,6,14,14,15
GP,F,18,U,GT3,T,1,1,other,other,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,3,3,4,1,1,5,18,7,6,6
GP,F,17,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,yes,yes,no,no,yes,yes,no,4,4,3,1,2,3,4,5,6,6
GP,F,15,U,GT3,T,1,3,at_home,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,2,3,5,4,8,8,9
GP,M,18,U,GT3,T,4,4,health,other,home,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,1,10,17,16,17
MS,M,17,R,GT3,T,3,4,other,services,course,mother,1,2,1,yes,yes,yes,no,yes,no,yes,yes,3,4,5,1,1,4,4,11,11,13
GP,F,17,R,GT3,T,4,4,teacher,other,course,father,2,1,0,no,yes,yes,yes,no,yes,yes,no,4,4,3,2,2,3,6,5,5,5
